	X7316.475	X7316.487	X7316.206	X7316.1851	X7316.121	X7316.362	X7316.2581	X7316.3555	X7316.2193	X7316.485	X7316.175	X7316.193	X7316.167	X7316.196	X7316.77	X7316.875	X7316.932	X7316.869	X7316.2667	X7316.84	X7316.20	X7316.495	X7316.2899	X7316.3575	X7316.127	X7316.884	X7316.134	X7316.119	X7316.2729	X7316.176	X7316.2900	X7316.217	X7316.2723	X7316.397	X7316.2669	X7316.117	X7316.934	X7316.470	X7316.400	X7316.393	X7316.938	X7316.3561	X7316.459	X7316.472	X7316.882	X7316.957	X7316.3055	X7316.954	X7316.207	X7316.499	X7316.2663	X7316.267	X7316.368	X7316.345	X7316.2195	X7316.148	X7316.891	X7316.370	X7316.173	X7316.2154	X7316.925	X7316.2755	X7316.3062	X7316.3556	X7316.154	X7316.880	X7316.3570	X7316.391	X7316.162	X7316.2174	X7316.449	X7316.2167	X7316.488	X7316.2184	X7316.350	X7316.944	X7316.3068	X7316.183	X7316.32	X7316.168	X7316.344	X7316.442	X7316.1760	X7316.936	X7316.2664	X7316.332	X7316.2172	X7316.1767	X7316.329	X7316.946	X7316.146	X7316.222	X7316.186
HALLMARK_TNFA_SIGNALING_VIA_NFKB	4.412132003454769	3.610924073181102	3.47712541773888	2.2174173056964723	3.275229237217755	8.616899150336911	0.7953715793496198	2.8012100861844718	4.3770861290028735	6.503613829147124	7.526709866512709	2.735524161232001	0.3113487507953876	1.1075806478567363	0.8577668543777175	3.3903742011775333	0.8429904830652835	3.767070216651797	1.7192085161480406	2.7641159839562106	2.178001243572879	2.9778339513039054	0.11728046591968441	4.756864698719168	5.568582290415452	1.58461332505474	3.067393902268365	3.0731169628032693	2.5418492330577678	0.5856002712799857	1.2714053440677722	0.8731666632816314	2.0938222492726393	3.167231443917915	3.302050106263592	2.1893747196886344	2.771254134789514	2.3356922242943448	3.5145391607834084	2.055653683633292	1.4074720089947526	1.1943698458810517	3.685826522953321	4.70058335966847	4.348111575011834	2.855948442272751	2.409131152441734	4.3917958828371715	3.756445565630762	2.0290360330618284	3.5963773254910962	4.585815252095488	6.244610624805351	2.883601557342819	1.1529329402897694	1.8283889953895427	2.492195604154222	0.8127324614372944	7.658992134043493	1.665903894414804	2.7878182848237922	2.8875894893542093	4.4806149375702224	0.49228635311787544	9.430035973182305	0.9926505365884251	2.507105737418053	2.3477547650830526	1.875802216969563	0.46130983938166836	2.7378739058714547	1.9712552915562895	6.529421126587991	3.6170404477117604	0.8071993320974397	7.576144048926082	5.478432329326625	0.20730811865183418	2.74463673424622	6.927337510417407	4.505614056123161	1.8751419933990854	1.899275511918467	1.1110614984795384	2.9569294112087663	1.6484213364482818	2.577000940785352	3.6533768404996936	6.718827470348046	2.4285702890022405	5.554546097020406	1.1262626637675814	2.951917151354303
HALLMARK_HYPOXIA	0.8883640546419845	0.9009232429710418	1.1173072121824879	1.8241604457017488	0.6100321775686042	1.6423971073664756	0.1849498729320042	0.19757755084454937	1.3517108272658502	4.644747992381551	2.3889361720156144	0.3521926377456155	0.5063946559267234	1.4989037630760904	0.46694001462168944	3.76632788037254	0.7726888670819363	1.648218706096282	0.44932241510004467	2.80743080066584	0.6382554847528698	0.6654106157424058	0.5642330252930972	3.7015791869459163	2.7752940553761567	0.6102729962198334	0.856948221382391	0.43537700155517234	0.9044480126479951	0.6042410840971976	4.690602302499961	1.7122266058173186	2.8141096407015675	4.28498763032873	0.81812079793665	1.058840307779802	0.24728853217362454	2.844925643084778	0.22183043997012694	0.7856649395659988	0.5219820917634737	4.058169361585685	3.684716343970934	0.8520271508030477	0.5895050159709675	1.5999790719533964	0.737438028213658	2.3624958461682564	0.1991647220552239	1.2836483958322524	0.7135180939067004	1.3302532550901454	0.3053222482729464	0.2189137504109588	2.5570181187861203	1.9497729285016765	1.0688858618509656	1.3081075575916115	0.6026837269760733	2.923682596283129	2.423670404474284	1.0453828560487402	1.64938766914313	0.9550551482078344	6.649185196015643	0.9758312842507738	1.6703635806039188	1.4353785497229234	2.10812655880033	1.6981542076465108	2.3605848356794237	3.338718489446157	1.8565604520531505	0.345172181540229	2.2289981015016536	0.2782723476525814	1.0711581003888964	0.4087578049534816	2.355400559707245	2.24066317878134	0.8284566020324484	0.5759809716077205	0.5549463663375686	1.3585091168375396	0.9559481731150807	0.3645781073165661	4.71235616209629	0.6064363875420649	0.7722302272814001	1.4552562459170424	2.020015528358267	0.9982168065630388	1.10281306311902
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2.81373353700025	3.0036512691658044	0.6099811353266679	9.738384131198945	3.605354118183857	2.4152783604649364	0.6292842041097575	3.990910018633943	2.5587592009146496	0.9748101940803551	6.45061113196813	0.500818016596383	5.375492199515202	0.6342515484559399	2.4616535365786247	1.0490141636436603	5.338163664169339	1.337436998890061	3.076081607977555	0.9885936926587511	2.1066800449502363	2.3898979816873878	0.16356548127703008	1.7787158494344397	0.701049882244919	0.6322955432684307	2.1885893590623997	1.902625108535139	1.2149229107835209	0.31731632341326865	4.357532139266013	0.9738354310164676	2.574282307333106	2.5432787836605795	2.8354396967926374	2.433316133605055	0.583169258042359	2.7230204138826113	1.6571785734545181	1.7056892600130433	1.8084592473552503	0.8010057735219618	1.5419869522996925	1.3920216924920508	5.954430203144974	1.7081312733188334	1.9894018066999832	0.5237731341838883	1.0326238360403346	1.053885365978645	0.6634905626508621	3.2113332477747822	1.3142103504814395	3.5137773327590853	2.0297350062007635	2.3597863303464566	1.103396611440951	2.1116673947709605	1.9804285304978662	0.2991891594919011	1.1124263839417219	3.5971437654290153	2.1101827526697017	0.6895149081392022	2.459129240547047	5.723705641675056	1.433723166567972	1.3959140269578523	1.5033294336938348	1.712191665521268	2.9144841436784144	3.3701624013619864	0.8712453266517376	5.393382668690588	1.6306299984574224	2.1716860352728555	1.362853874115419	0.7546165622197729	6.821086384916469	3.8291609307361982	3.286923779489514	2.640878810805624	4.444613924319861	1.6810522287692835	0.22851086115019392	1.517755145783319	0.9678969250830751	2.7566672277135122	5.8482931487409555	2.098803179847295	0.5976661492644337	0.7767361592489013	1.9343215901375777
HALLMARK_MITOTIC_SPINDLE	2.9750957200026753	0.6588925827851112	4.212935226188284	2.2314739621868123	2.521353387373684	4.7407035688542125	1.9727253811252543	1.4027953863471652	0.6959858823542159	2.5759466443635657	3.108827521046428	4.20423145480247	3.983810756612348	5.667511412791388	0.5770212869937106	9.143568519021889	4.380010375885344	1.9534150647493296	0.7924327927746435	5.61700422154597	0.8122972369221211	2.381841421498016	0.8181908852938483	1.5163106024362112	1.425005567959645	1.6043561787546234	3.04850971105926	4.622285840310806	1.1396726172775256	4.204276483303661	1.4551223931913697	5.212180852340252	5.839739713995401	5.317617861564606	2.3173063572240316	1.6852079399954127	1.5624666772445897	4.845414566412609	2.7097793047464154	0.6124201301470554	2.1455644828772407	6.530884351024707	3.881926636878187	2.970110335511023	5.549893816624851	2.365227617439496	1.0536627116480086	3.6637553902790487	3.6573814792031376	3.636910811857257	2.747697476680244	1.2157437471902157	1.305608190931855	0.8456433409683776	8.200318630209797	2.4376546465394027	1.681471300102609	3.1203604307045834	7.657233712424966	2.7966200359137754	8.739149954091598	1.5703283020414929	1.8338461543300084	2.999497888412262	2.103028503398428	9.12962434732501	4.977167672130768	1.9831239167929766	2.697773149575904	4.293697244564689	7.031393574841028	2.7078568953753592	2.223586852804197	3.10040134353368	1.5500037705100662	7.967816762219528	1.7437299394338268	8.61882751340054	4.337758229240654	4.243511751825326	1.0094120683931722	1.5042779154071644	3.477889269408887	1.3640679891361351	1.6590458610669694	1.7125419303729363	1.1295527357800996	0.9589065226551966	1.1904213439513363	2.66163364571359	8.453594986314922	0.729186280086955	4.4555363235311125
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.3255254371793346	0.7165206768578782	0.9954511246727895	1.0288133775839892	1.1850359326503035	0.5288470745050896	0.688288587800676	0.682713808117063	1.532055779965039	1.4417999162629664	1.552433167422428	2.0771494176275365	1.5395627118384556	0.8050833280477739	0.578895687318753	0.8413888873045644	0.6338288235825781	0.48245261819611907	0.6955161535390377	1.13990388475499	1.1746337407860368	1.1494341830183172	1.3179952398455412	0.7802899656957392	0.9726644268721574	0.20373636544083884	1.637597492339094	1.0108962264373116	0.6929772372053666	0.5652744988735746	0.7073517017829377	1.0907711480022284	0.5951970656262027	0.6257677546795544	0.7137085945282153	1.729702175928177	0.8274512447439036	1.1572844969629876	0.7141101512625	0.9505457036401349	0.6705481407170071	0.6317542637169716	0.8381561101687003	1.480553232771502	1.4967509495247433	1.1142572050875992	0.9419203418706831	1.1625159803100207	1.4111610197232245	0.2839184966870545	1.113672432361681	0.7659423102678345	0.4796296682552147	1.0832027985004777	0.646012249504248	0.6318541462776104	1.3775274250142018	0.3698207165313954	1.6913363336580987	0.31352952752622476	0.7826249456247558	1.1422616876319185	0.7887302478117224	0.9370181609693056	0.7498187913402983	0.7465344103482585	1.1260217586045542	0.6065141487271865	0.45697459002454843	1.19711443848286	1.9425830810621574	0.7682960167947438	1.9371409440438814	1.2430660662441622	0.4798866125454964	0.8640478154067353	1.102361233344763	0.6545340823722728	0.702374670058596	1.3824802744633673	1.5868897814520255	0.976003458422386	0.23235026041717163	0.5897481569956609	0.5091061738053687	1.1884995378541103	0.7091655080000895	0.7021952680916426	0.5268553243382664	1.0941857361674099	1.1795092878535511	0.3944499860060592	2.123298784029766
HALLMARK_TGF_BETA_SIGNALING	2.075149057848038	0.9481674612127583	1.7045075374932328	1.76224485351137	1.4966451826252556	1.9146917928403997	1.6587021975367309	1.0030565973056778	1.713485926695695	2.171697229436345	1.8917930298687875	0.4887439565595292	0.5816038250438306	0.31039228946280295	0.740104421838598	1.2478272614695662	0.8693083552693723	1.897396126817876	1.152610211327248	1.4327888022307445	1.364187123727179	1.1576433337654999	0.8434178683718594	2.456015161317642	1.3602717144920646	1.7811281544457274	1.8559608947959043	1.5592229285968369	3.276632956144572	0.47228226983542115	1.4873380214570002	0.1611919691517498	0.6500734758265212	0.552678310863133	1.8204160282489539	1.789279766920698	3.859423155071602	1.0940383268411542	2.194630096467259	0.9170853163299556	1.5631768660496725	1.1095112346891982	2.3411808338590485	2.3953759537415027	1.8737796384908874	1.2857133544810473	2.046351287745247	1.839796104148158	1.9200003344447492	3.2870881583242366	1.9260160562174533	0.7005359494870905	2.078186548597841	2.0995184585789954	0.4369802410665498	0.8012707224666444	1.8623047003430233	0.29653614149514085	2.0617974290685286	1.874785561133723	2.3425229644439676	2.4906269285666816	1.620658826773696	0.17219708441847056	2.591561593032487	1.5958177735827939	0.46526105483446895	1.3118115251799958	1.702995698096002	0.4760520393232496	2.209377789123914	1.0223966554331614	3.5808888665740546	1.38788476625906	1.723470262875112	2.818637269451878	2.4271146751928305	0.11460472288058716	1.6590285973817016	2.0835686658388073	2.2047620783364024	1.7044404891308504	0.9775673158382642	0.721213976839465	1.4359256300514034	1.8574367972990167	2.2444945876504474	1.6410287506408567	1.419717571006396	1.7704342997789944	3.0291674490621254	1.1228920903900315	1.4931056648570282
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.9607977715813416	3.0202936565754053	2.832746904251293	2.750924144932253	2.790958129313723	5.587254968681835	1.3394946397305254	3.1876751228703455	2.1812197429772233	3.713120313108304	3.456196162106166	1.0003008494658712	0.916400246545687	1.133313683889634	0.8952879329782197	2.0141468403696003	1.5040604860547186	4.299496258308769	0.9251439202498527	3.3974491872847974	1.5087615610415548	3.4294417550132654	0.3171307540187458	2.4806898417640943	5.189308182478512	1.7787075587985228	4.159158961482977	2.565590205236247	3.9945634528724945	1.8357156630736586	2.992823666759716	0.5021363571366483	3.2795662803676917	3.6623834148647685	3.531543581633541	2.956802708448891	2.367895458500323	1.3253187555488342	2.301688726362295	2.1848429971872085	1.3639576286863833	1.447031780289328	2.760590523016169	3.321703730230563	3.824679972172526	5.095894107978254	3.5225895358560138	1.2870841304576837	3.0198890382823738	2.6874862681035956	1.1146589072944022	1.2387732658654673	4.573254166362551	2.841389242328801	1.4369303421804869	1.2669756142173747	3.260174094518821	2.429832489945299	2.990945848304397	2.057053384052803	2.9904107775764195	4.064648936730388	2.001336220997534	0.6770296337429068	4.706868042717415	2.9534695048052786	1.1077537843060388	2.14344253046437	1.965578986106964	0.6650480645211821	2.1333506555003803	1.3939594769193517	3.7940381021680283	2.3461800431875126	2.5163478884037294	4.328345399810397	2.3687624361382986	0.08671844213321984	5.381730084108417	3.184168480775413	4.327015077079077	1.888313476216275	0.756387187707027	4.703051911573907	2.066229049850175	1.4040198805615023	2.5689592567531467	0.6688292577971094	5.299922883704296	4.117589080863179	2.6841968054398433	1.3986133567431698	3.721946516034866
HALLMARK_DNA_REPAIR	0.17200942380822815	0.2983024669358384	0.10246749809152857	0.10196836601744247	0.08776601497968506	0.1624929721137012	1.2533098089557884	0.10242566067695114	0.2504760487049425	0.10136409971414449	0.07388011021378382	0.0329036069350801	0.22475021827833291	0.12999968391486447	0.3734361879361227	0.036409165826813104	0.3116908271290936	0.06389748797831821	0.2235273701571022	0.06212940775151702	0.19632160924246114	0.07331774100651847	3.6575939997954348	0.29586870987305086	0.15439955297791788	1.688115943632535	0.08730636665399549	0.15312346170768396	0.17065509014666355	1.9062257323569405	0.4020602822247881	0.04917335599329745	0.04302486004965152	0.03572724266079848	0.176969836570309	0.1929560454395485	0.5673327824851051	0.3244418769068137	0.268154078582363	0.13990751988563632	0.17283151033249886	0.045756482986519055	0.12555890094342256	0.07778561094949049	0.10611711876586896	0.07494623957579301	0.722093578091762	0.23474370611450684	0.04503810158660125	0.4955206197189148	0.07493744235006852	0.10232195901753546	0.32427937816212016	0.3850555076340254	0.08761072197258508	0.11598314438535254	0.0846108817667588	0.04164396492376584	0.2395544647773662	1.1697150052926313	0.020233071880619975	0.07662811198715208	0.4222664212609762	0.4844321848854994	0.22142918341787	0.1706348300812423	0.04605859518223264	0.17805516237601252	0.07296158743330332	0.1264180020632915	0.06822764858014263	0.4923308592956252	0.17880545877490392	0.10674890894013549	1.5439948215391146	0.3448013615673574	0.7887194402435423	0.5232022140430671	0.06125373888358549	0.09359572915188771	0.09690298559076789	0.11778226695434592	2.103448403981257	0.7540309924418152	0.6978573157236571	0.15586020712759585	0.14274523100457176	0.6024674283479244	0.07497238357227778	0.08112983586076172	0.3123646993240601	0.2073668143905784	0.2081358404091821
HALLMARK_G2M_CHECKPOINT	0.160317477224559	0.6341922312725021	0.05823248185381444	0.10745551177761882	0.08597288378381629	0.023582481585374144	0.31579237333632343	0.06825401784258452	0.038572616717158066	0.04701312144277956	0.005161013327158668	0.01198419826190691	0.044365571862835726	0.0129661774465796	0.3134587992237495	0.023838376782141853	0.07611120025575091	0.016056147719263666	0.39705949754082764	0.010053932085463057	0.27922130805413536	0.035219401696603495	0.7696168286995728	0.04231243676586904	0.13329312324922646	0.45933390393549756	0.05292175854320428	0.033433500805155426	0.059434979497788074	0.22265657433349054	0.11438624769911675	0.008674715792418531	0.003906701664681362	0.007699826273119201	0.13159991028243576	0.21093821909645263	0.2031822927043977	0.008461864073779787	0.16370870742242138	0.06529355959320353	0.10594506686386346	0.03470207859335261	0.046205262611345534	0.07017092805932484	0.011486204302735349	0.09372199135013042	0.15379531214697847	0.27249126152335956	0.020740230679423675	0.041155649892297336	0.0652839209639816	0.08372448545198297	0.3899477799289863	0.20541733786073782	0.020605180112031305	0.020933033158349854	0.06008870917903676	0.008252087815779914	0.043816315677282607	0.1263545838523281	0.01250079758320951	0.08500212397338652	0.38369762757649734	0.030888594113279447	0.06294841618185673	0.21410579029447593	0.010969518694150958	0.31926243234893864	0.01444465032821366	0.041329181470013764	0.03030010984629646	0.014599571623861902	0.12157655839298004	0.12206575808844701	0.5934922750087676	0.16892037827903966	0.16690135195787906	0.12130993322694723	0.03347216728229556	0.056035099100035624	0.03677379206810906	0.05145585874937867	0.21109348786855395	0.08260058843859315	0.06028614596512818	0.6010375641584719	0.09176828771496355	0.35065141649522946	0.011150866272277793	0.023064641009147867	0.3450193333066422	0.15280572807893963	0.06414486923850862
HALLMARK_APOPTOSIS	0.7062464949325913	1.8021068537857314	0.9603311405212064	0.4527693879615691	0.4106228103250777	4.109099425277288	0.8177381262139518	0.33529189570725093	2.3315777279010117	2.566871731301538	3.101560450078188	0.2850682103151658	0.363219413189162	0.7338789684770199	0.054829436050010935	0.7717807592937815	1.3473859181180772	1.402156090437646	0.017301429724542922	0.8208396453003978	0.176381814914584	0.5265464988501649	2.5815516657237754	6.574773955275246	1.0616220419787263	3.3318093336653254	0.9004694136899357	0.6766948347478025	1.5640106082814502	0.12436551339509833	1.4434488579342861	0.25969668081277053	1.5312609467820464	1.327335139270964	0.1895951597892466	0.30468242337824913	1.0466139275933022	1.8773447011145954	0.41461376547428624	1.4711570368069398	0.34882340646755794	0.2897699025945947	2.0372143797923092	0.4999003542335931	1.3744268417600625	1.2357649027415014	1.00902352279243	1.7265376103010925	1.091003040344208	3.7461538081545567	0.6360950227443967	0.6048415811640934	1.7480045882839437	0.257285920357778	0.1906781248982456	0.4162952184106328	0.6007350560645824	0.41444536984297115	3.51158169401399	6.479332264072093	1.745501345475714	0.5379378421028213	0.7960463169229657	0.19962346715973278	4.162764192685571	0.6487398190838892	1.0754211652544945	0.3549459100008852	1.254554159570563	0.25484408062073843	1.525261809704153	1.2980741506576756	2.077123743888067	0.530969084267004	3.259606632072055	1.0373525464476623	3.7336139651099454	0.21231482432388082	2.976218843712616	0.9632362080810877	0.5445177553379238	0.42420083249585866	0.6277742625902126	1.7813466341786726	6.341737856161721	0.059138634485184645	1.2987388463257044	0.724517023470786	2.012126404171092	0.3245590948397678	1.323676903611233	0.3505623958284397	1.533974864995259
HALLMARK_NOTCH_SIGNALING	1.1141415844038642	0.292542950425906	0.7811588947682767	0.8232730824871293	0.8815235688576032	1.41495164946768	0.6685948400375378	0.7035611248949917	0.9919060441012669	1.1856783953689958	1.1578367263956453	0.538271960561549	2.282493656947645	1.5402520588311532	1.312784647064065	1.7917342264514164	0.8663948049050035	1.144261378014599	0.8336893839523537	2.09879983361206	0.7084561717795494	0.7585453388083537	1.0990992890763274	1.6460604182751204	0.4969517978446671	0.4853756156401882	1.0458965821594082	0.9574027117193459	0.8936367268675648	0.633232624288995	1.1860182181093937	1.8834022549726595	1.6092468444773114	1.85235268988049	0.5953668132964132	1.0238641235736883	0.21481837953990138	1.86818707358567	0.47593099214836343	0.7005583189292812	1.4673585908431446	1.0953529321769535	1.4592450056599502	0.9835179624234373	1.5042884794727096	0.6006081073438853	0.7565824792924127	1.6100121453575196	0.8561576778658906	1.44835524723017	1.3834297646902045	0.5107425963694261	0.637980845183214	0.46132563559052325	1.7986145214739042	1.1759289057148776	1.0363609405937664	1.4823809017967793	0.7909885803668101	0.699462579085033	1.78703874003843	0.7347003621291971	0.5067523353189227	1.3416351928694983	0.7591199673714257	0.693787296769241	1.2488265983114475	0.419128187458353	1.0379440238702753	1.8028558513508213	2.079435204897073	1.1597132953835083	0.7302341596828278	0.5144260423094695	0.5937260617974542	1.0228003874815232	1.766061063519362	1.4600429180926011	1.3987318375068873	1.1849662837670334	0.5339232056222589	0.6866585468313852	0.3237533925564946	1.105505606151132	1.764736143577947	0.4355108512745624	0.9566579702319914	0.543855777453647	0.33512244980853567	0.7677569469540971	1.208304112908925	0.5792510503335512	0.8042804209744111
HALLMARK_ADIPOGENESIS	0.18030712845116126	2.104298448891875	0.8935704895200967	5.837368119182692	0.26925968295040187	0.5298796224239821	0.9518717187607758	0.21939483261956802	8.675277462528705	4.845144963460386	5.546228207573156	2.342007635529508	9.226723928723775	8.724894755159657	2.3463200020911543	2.1876299940699946	4.87804986317059	2.085408536831923	0.5261125562623152	3.0155375830471702	0.5394464989520422	1.0389461455303788	2.6289157922261803	4.8629519077167025	0.6554201507288157	0.7462307215987439	1.094073595203459	0.20071119199289433	1.1379835320751428	0.5778200340946491	6.365837966833734	5.458636834783608	3.5767203749751713	11.590795932544365	0.2847083599898836	1.7701469910245173	0.29356771133185006	5.961077351381684	0.26947319414374843	0.13614779439408464	0.7073079875953084	1.8091574196091351	6.37617832935017	0.44959439181319716	4.140898087606391	0.6167692689662532	0.4716291876561396	0.27553750905610314	0.62653352836408	0.39235617338970824	1.0062189069608998	1.444262938555934	0.1822945179157374	0.15546866658345776	4.013771008628809	3.0054364502324598	0.7828452007570071	9.134078774094435	1.241803227803925	0.22495264230349293	1.006720908337027	1.126603680289027	0.23964385258279244	6.945886445097541	5.616393072910811	10.124939713253825	4.698691834522579	0.21227124197347347	4.312418992415076	6.426738567647679	4.775587885534409	11.390303047762714	0.12479944692670228	0.27110098671308286	1.06776104489223	0.4103062303334685	4.238744770798611	3.595270520241787	4.7823642917304605	0.9422007644314655	2.557596153157133	2.7374578089730015	0.3849294569383487	7.718677182926661	0.4910683994709253	0.3919259856922168	0.28721293793754515	0.45109520852541346	0.9784082325789724	1.9673752613832716	0.2820823815961506	0.32641440725523724	2.5533228551666993
